predict_price,real_price
7.1889,3.2
6.9422,6.7
5.3806,6.1
5.8458,14.9
6.7503,14.0
7.3254,14.1
7.1968,20.9
5.3914,25.8
6.0593,30.5
5.6083,34.8
5.1923,30.6
5.3314,36.5
6.3997,37.9
6.2127,38.0
5.3281,38.0
6.3522,38.2
7.3602,38.2
8.0178,37.9
7.8329,36.6
6.6064,37.9
7.3361,38.1
6.4459,38.2
6.294,36.6
6.3514,28.6
7.0954,28.5
6.4083,25.4
6.1359,24.4
6.4868,23.0
7.2269,18.3
7.62,20.0
7.2873,30.0
6.7665,32.4
6.7219,18.3
6.4056,18.4
7.2765,18.4
7.5125,18.3
7.3812,18.2
6.644,13.2
8.6347,8.4
8.7556,6.7
8.6901,3.2
8.3152,1.3
9.2709,0.1
9.715,-7.5
11.015,11.8
10.3724,23.3
10.9435,29.3
10.1645,31.9
10.9091,37.5
8.9467,18.6
9.6414,18.6
10.2969,18.6
12.0806,18.5
9.4603,18.7
10.6318,18.6
10.5449,19.1
11.7488,19.9
10.1078,20.9
10.4883,20.9
10.0539,16.0
11.4774,16.0
8.9817,15.5
8.5569,15.7
10.4036,11.0
12.1473,15.7
9.5887,11.1
10.4985,11.1
10.0016,11.0
11.5981,10.3
10.1353,10.3
10.0114,10.3
10.2334,10.3
11.8548,11.0
9.9243,11.0
9.1579,11.0
10.5006,11.0
11.7548,8.7
10.1848,11.0
10.4085,8.7
10.3657,3.5
11.5261,3.4
10.6322,3.4
9.8541,3.6
9.4047,3.6
11.5297,3.8
9.9064,3.8
9.1177,2.8
9.4591,2.0
11.1404,1.1
9.3511,1.0
9.184,-0.7
8.3763,-0.3
9.7729,0.0
8.3586,1.9
7.7699,9.5
7.419,19.2
9.3676,19.5
7.7571,23.5
7.2658,24.7
7.1923,27.8
9.1935,28.1
7.6558,28.8
7.1856,29.7
6.0485,30.5
7.682,33.8
5.5469,34.7
5.3521,37.5
5.4149,39.7
7.1645,40.8
5.1361,42.0
4.4417,42.3
4.9487,44.0
5.9771,44.6
5.1719,44.7
5.7194,6.5
4.6364,6.5
7.8836,13.3
5.8389,12.3
5.1234,7.1
6.0871,5.3
10.0072,5.9
8.9418,5.8
12.1394,9.9
14.7257,10.0
13.2191,11.0
11.5637,10.0
11.8438,8.1
11.9283,16.8
11.558,15.0
11.0699,19.8
10.6526,19.8
11.6924,19.8
12.1287,19.7
11.2919,18.5
10.3865,18.5
10.4716,18.5
10.0176,19.5
10.0705,18.2
10.1026,18.7
8.8097,18.7
9.5027,16.6
9.5591,18.4
9.2796,21.2
9.8099,18.6
8.5949,17.6
8.1752,18.9
9.2144,20.4
8.911,20.3
8.1265,20.3
7.4769,25.1
8.0351,25.0
7.8005,24.4
8.0996,24.3
8.2116,20.8
8.301,21.0
8.0776,20.0
7.2881,19.9
7.1167,21.5
7.6588,20.1
7.6603,20.6
6.991,17.3
6.9394,31.5
7.0938,32.1
7.3127,33.8
7.7477,34.0
9.3443,33.3
9.6572,31.3
8.9064,30.4
7.7184,20.1
8.6643,20.0
8.7586,21.0
9.1236,20.0
8.5388,20.1
8.7276,20.0
9.0372,20.0
8.8707,19.0
8.215,17.5
9.6366,15.0
8.8073,15.1
11.4273,15.0
10.7779,10.0
10.4831,19.5
10.4766,14.4
13.2103,10.0
12.7271,9.3
11.9326,9.0
10.926,9.0
12.0427,8.9
12.7258,5.7
12.1896,5.0
10.4127,4.4
14.0404,2.9
14.0071,2.8
12.0766,2.3
12.3238,1.2
14.1123,1.0
14.3768,0.1
12.6319,-0.1
11.2096,0.0
12.8598,16.0
14.6141,16.0
13.3795,10.7
10.3411,16.0
12.263,1.5
10.5792,-4.0
9.1169,7.1
8.2937,3.5
7.3399,3.5
9.1817,3.3
7.7609,3.4
6.3489,3.3
7.2732,3.3
9.402,4.2
7.5384,0.9
6.034,3.2
7.4695,3.2
6.718,4.2
4.5158,4.0
4.8987,1.0
6.4965,0.9
8.3014,4.1
6.1355,3.3
4.9653,4.2
6.9771,4.2
7.4032,5.0
4.8373,-4.0
5.0126,1.0
5.784,1.0
6.9041,0.0
4.5566,1.0
5.0249,1.0
4.9584,1.0
5.4778,-1.0
3.3875,-1.9
3.4711,-3.2
3.4714,-5.8
3.5041,0.5
2.6334,0.4
3.2769,0.3
3.323,0.0
2.5009,0.0
1.967,0.0
3.1582,0.0
2.6845,0.0
2.441,0.0
1.5168,-0.4
2.2712,-0.5
2.3852,0.1
3.2142,0.1
2.0142,4.1
3.4836,5.1
3.8164,5.2
3.9668,8.6
2.5913,8.6
4.8368,4.3
5.8529,-0.3
5.9512,7.5
4.4284,7.5
5.7721,8.7
6.4733,-2.7
7.16,5.9
4.7566,6.1
7.3093,-1.2
7.7094,4.9
10.2431,4.9
8.2103,4.9
10.5063,8.0
13.624,8.1
13.6849,7.9
11.8057,7.8
12.6722,7.7
13.7221,7.9
13.5004,7.6
11.639,7.8
12.2537,-0.1
13.3384,6.9
15.04,7.5
12.8069,9.8
13.0337,10.3
14.6478,11.1
15.6118,6.8
14.3781,11.1
14.1813,11.1
14.314,11.2
16.0336,12.8
13.8033,21.2
13.3761,21.3
14.6136,23.6
15.675,23.7
13.8673,25.2
13.6747,25.1
15.5678,23.0
17.1843,20.6
15.3484,20.7
15.2869,27.2
15.0202,26.7
18.4319,21.4
15.0606,21.4
14.7326,22.8
16.2763,22.8
16.9396,21.2
13.8198,20.9
12.9523,21.0
13.5902,17.3
14.9285,17.2
12.9132,17.2
12.8815,17.2
11.7142,17.2
13.5611,17.2
11.5779,25.5
10.4933,24.0
11.6636,21.4
10.8425,22.0
9.053,17.2
7.6571,17.1
6.2999,15.5
7.0598,7.1
6.2839,7.0
6.0246,4.7
4.9445,4.6
6.3639,3.1
5.1162,19.5
5.2716,11.8
5.9714,2.2
4.4971,2.0
3.7227,1.1
4.3654,1.1
3.6677,1.1
4.8545,1.1
4.5818,1.1
5.0865,1.8
5.2494,1.1
5.6593,1.1
3.9509,0.0
6.0888,2.0
6.7114,-1.1
6.7692,-0.9
5.4159,0.0
7.2508,-4.8
8.3071,-1.2
8.0335,-4.7
7.311,-1.0
7.3979,-2.7
8.3122,-0.1
7.7146,-0.7
6.4717,-2.3
7.9029,-0.9
8.9775,-1.6
9.7958,-0.6
8.7144,-1.3
8.7556,-0.7
9.5819,-0.3
8.3407,-0.5
8.9386,-0.1
8.4959,-0.1
8.3837,-0.6
8.1341,22.7
8.3511,22.8
9.0312,23.5
10.7484,25.1
11.0776,26.0
10.6087,28.4
10.7454,28.5
12.8706,28.7
11.7661,32.4
12.1866,32.5
11.7157,32.7
11.8912,33.4
11.2047,33.5
11.2667,37.2
11.5306,38.4
12.9452,38.5
12.9151,43.5
13.4283,44.7
14.294,46.5
14.5781,47.5
13.1415,47.9
13.9798,48.5
13.519,51.1
12.7214,54.9
13.2003,56.6
13.6733,57.5
13.4265,58.0
15.5482,61.6
12.9751,61.7
13.4306,63.4
13.3205,28.5
13.1777,-7.5
11.5714,0.0
12.0386,0.3
12.3422,0.2
12.3501,0.2
12.879,0.0
13.0749,0.0
12.1426,0.2
14.7158,1.9
11.2866,1.7
10.9054,1.9
12.2359,1.7
12.1593,1.9
9.8873,4.0
10.1592,6.0
11.0571,6.3
11.2453,18.1
9.4517,8.6
9.3897,17.8
9.6741,8.6
10.8319,8.7
8.0388,9.3
8.0513,9.0
9.2305,9.0
10.3903,13.3
8.1513,10.0
8.0172,10.0
9.0751,10.0
9.5133,10.0
8.5368,10.0
7.9316,10.0
7.9161,10.0
9.4594,10.0
8.7719,10.0
8.4968,9.0
8.5588,9.1
8.9265,19.6
7.6716,9.0
8.2325,9.0
8.1166,7.3
8.3725,7.4
8.7726,7.4
7.9468,7.8
5.848,7.3
7.5201,5.0
5.3073,3.0
5.314,2.9
3.9462,0.6
4.1455,7.8
2.9784,3.8
3.6507,2.9
3.7949,2.9
2.7473,0.0
3.1357,5.7
2.5687,5.6
2.6,0.3
3.5386,0.0
2.0358,12.7
2.2754,12.2
2.8457,12.2
4.339,3.4
3.3275,0.0
4.1424,0.1
3.9634,0.1
4.3918,-0.2
3.31,5.4
2.9145,0.3
3.462,0.0
3.5899,-8.7
2.9566,0.0
3.3315,-2.3
4.518,-2.7
5.2291,-5.4
4.6796,1.3
5.1314,1.3
4.8382,1.1
5.0975,0.6
4.0225,0.6
4.2911,-0.7
3.9884,0.0
2.9731,-5.0
2.6363,-2.6
3.8853,1.1
4.0153,6.4
4.311,9.6
4.5769,12.6
4.876,10.6
4.033,3.6
4.1696,10.6
3.8135,10.9
4.1136,10.6
4.1141,10.7
3.3963,10.7
3.9477,10.7
4.798,10.7
4.492,8.9
4.8628,3.6
4.9341,3.6
5.0498,10.5
4.4876,10.6
5.1638,13.9
4.8273,10.4
6.0254,10.5
5.3998,11.9
3.4679,13.9
4.5477,3.7
5.1243,3.6
3.8234,2.5
4.3312,10.4
5.9038,6.9
6.0546,10.4
6.1313,10.4
6.4093,13.9
7.0451,10.4
7.0845,13.9
7.0484,2.6
5.7086,-8.2
5.5426,5.7
5.247,5.7
5.3238,-5.6
4.7054,0.1
5.5429,0.1
4.4283,0.1
5.1631,0.0
4.9094,0.0
5.4925,0.1
3.9928,0.1
4.0768,0.1
3.4078,-0.1
2.7184,0.0
1.7424,-0.8
1.7564,0.2
0.5095,0.1
1.3544,-0.1
-0.4203,0.1
0.5082,0.1
0.1643,0.1
0.7335,0.1
-0.0978,0.1
0.2147,-0.1
-0.3623,0.0
0.7455,0.0
-0.3589,-6.2
-0.5062,-3.2
-0.4646,0.0
0.7751,-0.5
-0.8276,0.1
0.5254,0.1
0.6645,0.1
1.7284,-0.1
-0.0159,-2.8
1.8858,-0.8
1.5331,-1.4
3.9271,0.0
2.4055,1.0
3.1631,4.0
4.283,4.0
4.9666,2.2
2.6956,2.2
4.2082,4.0
4.2446,4.2
4.4508,5.0
3.4558,5.0
3.7195,5.0
4.546,4.0
6.2204,2.2
4.9311,-5.0
4.4286,0.0
5.8106,2.4
5.8795,5.0
5.2846,5.0
5.6484,5.0
5.6556,5.0
5.9642,-4.9
6.6602,0.1
5.1736,-0.1
6.0288,0.0
7.1902,0.0
6.6783,0.0
5.483,0.0
6.326,0.0
6.0452,0.0
6.5748,0.0
6.0114,-0.3
5.2479,0.3
5.1086,0.4
7.4632,2.1
4.9535,3.4
4.7689,3.5
5.7588,3.7
6.6396,3.7
4.7682,3.7
4.6419,4.7
4.8949,4.7
5.5806,4.7
4.0205,4.7
2.769,3.7
3.3436,-3.7
5.4687,1.0
3.55,1.0
3.7252,0.7
4.7289,0.7
6.7709,-0.7
5.0946,0.0
5.8805,-0.2
5.9788,-0.1
7.0901,-0.6
5.3725,-1.5
5.4387,-0.3
5.4453,1.4
7.9689,2.6
6.0229,2.9
6.8825,5.8
6.6732,6.4
7.9365,6.4
7.1203,6.4
6.514,6.6
5.1003,6.8
6.8434,7.8
5.7233,10.0
5.5053,11.0
6.076,14.5
6.9458,15.6
6.3365,16.1
6.862,17.6
4.783,19.3
4.6699,14.6
6.4468,23.5
6.6784,23.5
6.349,23.9
6.0759,20.8
5.9933,21.9
6.2158,26.1
5.6688,27.0
4.8102,30.6
5.635,23.0
6.6162,23.1
5.9516,30.7
4.1768,33.4
7.0791,31.9
7.6969,33.7
7.9706,35.0
6.1841,35.1
7.1326,31.0
7.7225,36.7
8.3351,35.2
5.8508,35.2
7.4678,28.3
8.81,27.2
8.4885,27.1
5.6564,25.0
8.6517,24.0
9.1509,20.5
9.2912,20.4
5.701,35.1
7.4873,20.4
8.3108,34.2
7.7254,20.4
5.6471,15.8
6.1645,29.1
6.7648,26.6
5.7666,18.1
5.3532,14.0
7.9766,10.0
7.1985,9.0
8.5388,4.4
6.8037,21.1
6.8074,18.1
6.7796,4.5
8.7375,3.4
7.569,3.2
6.3141,3.1
6.4144,1.8
6.5238,-9.0
5.4553,0.0
5.23,9.2
3.6168,18.2
4.948,21.6
3.9603,22.6
4.2679,21.1
3.9025,21.4
4.5997,21.4
3.924,21.1
3.9023,21.1
2.6689,21.1
2.9558,20.9
2.5414,21.2
1.1689,21.7
-0.7967,21.7
-0.2529,26.2
-0.0381,26.4
-0.2668,26.8
-0.9581,17.5
0.0075,23.2
0.2109,21.4
0.2606,23.1
-1.0787,21.4
-0.757,15.2
-0.4266,9.1
-1.3776,9.2
-2.217,9.0
-1.6799,9.2
-0.8832,9.0
-0.8559,15.9
-1.3294,16.6
-0.3379,12.0
0.1638,9.0
0.6096,-5.0
0.7978,6.4
3.4115,6.5
3.5178,9.2
2.8068,10.0
5.8355,10.2
6.1322,10.3
5.8463,10.2
5.3484,0.0
6.8663,3.5
7.0578,4.0
6.177,-0.5
7.5486,1.8
9.168,3.5
12.6158,3.9
11.1479,7.4
11.0145,9.2
14.9462,1.7
14.5861,-1.2
12.3509,-3.8
11.3447,-0.1
13.7996,3.1
13.6557,8.6
12.685,8.7
13.0557,9.1
14.8122,10.2
16.3013,10.5
15.4194,-10.5
15.3116,-4.9
16.827,7.5
16.5348,7.7
15.1212,9.2
14.9509,10.5
15.8554,11.2
14.9461,11.8
15.3096,12.3
13.5657,13.9
14.9663,14.0
14.258,13.6
14.1335,13.8
12.2632,13.6
12.0813,14.5
11.9974,14.7
12.5621,8.6
11.0098,8.6
10.2729,12.0
12.2359,12.0
12.3278,12.1
10.9587,14.2
12.6167,17.0
9.9639,18.1
8.7971,12.1
7.5217,18.1
7.2572,18.1
7.6833,13.5
7.9085,17.3
6.945,13.6
6.431,17.3
8.3838,12.0
8.0368,4.4
5.7086,14.1
8.2594,4.5
6.2421,4.4
4.2459,4.1
4.4633,13.5
4.8536,13.5
5.8676,14.1
5.1089,14.1
4.697,14.1
5.6914,14.1
5.8468,14.1
4.8122,4.5
3.0738,3.4
3.2722,3.4
2.6045,9.6
1.4541,3.4
0.2827,-2.0
0.9901,1.4
2.5643,1.4
2.1433,-1.3
1.2913,0.0
2.1454,0.1
2.3199,0.1
2.2393,0.0
0.4094,0.1
-0.528,-0.1
0.7842,0.0
1.0731,0.0
0.1493,0.0
-0.6357,-5.0
1.3015,-2.9
1.82,0.0
0.5982,0.1
0.7679,0.1
1.6401,6.8
1.5753,-6.7
0.83,0.1
0.763,-0.1
1.9848,0.0
1.9695,0.0
2.5545,0.0
3.2242,0.0
4.3619,-0.3
5.4887,0.0
4.9781,-0.7
6.3206,-0.3
6.6007,3.0
7.282,4.0
6.0059,-3.0
6.5016,1.0
7.0929,1.0
7.305,0.0
7.1163,1.0
8.032,-0.8
7.6129,0.2
7.9824,0.2
8.7204,0.2
9.6694,0.2
9.8128,0.2
10.1662,0.2
9.9981,-0.2
9.8805,0.0
12.6157,-5.0
13.0116,-4.0
11.7445,-0.5
14.4956,-0.2
13.8129,-0.1
14.2894,-0.2
13.0906,-4.5
13.88,-0.5
13.8593,-3.9
12.9071,-0.1
12.476,-0.3
13.8525,-0.3
15.3504,-0.4
14.5,-4.9
13.4146,-0.1
15.3034,-2.9
13.8186,0.1
13.7805,0.1
12.3295,0.1
12.3196,0.1
12.937,0.0
11.1256,0.1
11.4542,0.1
13.046,0.1
12.496,0.1
12.0421,0.1
11.6384,0.1
12.2889,-0.1
10.3568,0.0
11.1159,-0.1
10.8964,-0.9
10.6278,-1.0
10.4101,-1.3
9.6891,-1.7
10.4998,0.0
12.9296,-1.4
10.5425,-0.6
9.8647,-2.6
9.7906,-1.4
11.6347,-0.9
10.2063,0.1
9.8597,0.1
10.4536,-0.1
11.2742,-0.1
9.5067,-3.2
9.5613,0.0
9.7324,-3.1
11.0537,-2.6
10.3328,-0.6
9.9486,-0.2
10.186,0.0
10.4625,-0.2
9.8377,0.0
9.5879,-2.8
9.493,-3.2
9.8336,-1.3
9.2945,-1.7
9.5218,-0.2
9.0817,-0.8
8.5994,-2.4
7.9488,-0.9
8.424,-0.1
8.6638,-0.5
7.306,-0.1
6.7052,-1.0
7.8847,-4.0
8.22,-1.0
7.435,-3.1
6.9115,-0.7
7.2896,-1.2
7.5983,0.0
6.336,-1.7
4.8913,-2.2
4.9317,-0.1
6.7777,-0.2
5.1335,-0.8
5.2542,-0.4
6.3679,1.0
7.3467,1.0
6.9238,1.0
6.5119,6.6
6.1484,8.4
7.3435,8.6
5.8022,9.4
5.7825,1.0
5.5715,-9.4
8.3722,-0.4
7.6592,-3.1
9.0212,-2.7
9.2239,-1.8
10.1379,-0.2
9.9469,-2.0
10.725,-5.5
9.0189,-0.7
11.6881,-3.8
11.1672,-5.0
11.0984,-5.0
9.4803,16.7
10.6992,35.3
10.5596,48.7
9.7821,84.9
8.7405,87.6
11.0908,95.0
11.5639,99.0
10.3834,100.4
9.4789,107.0
12.8204,107.9
12.4774,112.9
10.9592,114.7
9.7936,118.5
9.6821,119.0
11.074,125.0
9.1631,127.5
8.0289,128.2
10.003,132.2
11.1693,132.3
8.1492,133.2
7.8284,134.1
9.9872,134.2
10.2356,134.3
10.072,137.0
9.5252,138.1
9.3643,139.3
9.916,142.3
8.6351,143.2
8.2994,144.3
10.2947,151.5
11.6742,151.5
12.2695,67.6
18.2469,57.5
24.0463,46.6
14.8098,21.7
10.79,21.6
15.1441,14.3
11.961,14.2
10.8445,13.9
10.1367,13.3
17.8458,12.5
12.9843,8.5
10.7592,7.6
10.9505,4.7
18.142,4.3
12.3386,4.2
11.1343,3.8
9.2404,3.4
14.6563,-57.5
35.9919,62.8
36.1323,79.4
35.4116,62.8
32.6836,62.8
31.0657,40.9
30.6702,62.8
32.0252,79.4
26.8078,94.0
33.2913,18.3
36.1634,0.1
35.8161,0.1
36.4446,2.8
37.3413,0.1
40.3995,12.9
38.6849,18.6
34.5112,-0.1
30.4615,18.5
32.4974,9.5
28.8746,18.5
27.3729,-10.0
30.5672,0.8
32.9861,0.8
32.632,2.7
32.6857,5.9
32.3514,8.5
32.9903,31.2
31.3628,5.7
28.8625,31.2
25.4157,32.1
26.7951,33.7
22.9618,35.5
23.4182,37.1
24.1218,37.4
25.4793,40.0
23.7432,43.5
25.392,45.4
25.3217,51.1
23.6119,59.0
22.0238,63.9
22.1558,70.6
19.8687,74.5
19.8696,78.5
17.4186,110.0
18.8938,116.5
17.9663,117.3
18.5388,118.2
15.2912,119.1
17.0415,121.2
16.5435,121.3
14.2194,122.0
13.5574,122.1
14.0417,124.2
11.2381,41.6
10.9968,40.6
18.9393,40.6
20.6334,40.8
19.5125,40.1
17.4208,40.1
18.2435,48.2
21.1363,40.1
22.9385,39.5
20.8472,48.2
21.0759,48.2
20.9687,40.2
18.5787,48.2
17.7734,43.2
15.8885,48.2
16.806,49.5
17.8886,40.3
16.7127,39.2
18.6211,38.8
18.6871,38.7
18.6575,36.6
17.2482,13.2
15.5347,32.7
11.9724,19.7
13.1794,40.3
14.0464,25.1
14.0716,17.8
11.2789,13.3
12.0516,13.4
12.5829,13.3
12.2365,13.2
6.7753,10.2
0.3824,13.4
-0.4686,10.2
-1.6795,10.1
-1.0251,-0.6
-4.2189,2.3
-3.2307,15.7
-4.8337,1.9
-3.4475,15.7
-6.8165,19.0
-5.9762,25.6
-6.3265,2.3
-6.3089,1.9
-6.0601,-0.1
-5.6503,1.8
-5.8819,8.3
-4.9263,9.6
-2.267,2.3
-1.5887,0.0
-0.6333,-1.8
-2.0066,0.4
-2.5842,0.6
-2.2488,1.3
-3.4828,1.2
-4.7523,0.9
-3.4968,0.8
-2.3889,0.8
-4.1353,3.0
-4.3236,3.7
-2.3743,9.0
-0.4659,10.6
-0.7519,16.7
-1.0227,17.7
-2.3013,20.0
-2.3431,24.4
-3.0455,11.7
-3.4196,10.6
-2.9741,10.6
-2.5135,11.8
-2.4771,8.3
-0.9971,8.3
-0.3157,6.8
-0.2304,10.5
-1.1477,4.4
0.9072,12.8
-0.4846,17.2
-1.4473,19.6
-0.932,20.1
0.5298,16.2
1.2111,9.7
0.6832,9.6
1.0838,9.5
5.3438,9.0
4.3655,8.7
2.3454,9.0
2.6076,15.6
6.0775,12.9
7.5315,19.3
5.4522,19.5
6.57,20.1
12.1194,16.9
19.3057,16.9
19.1241,16.3
19.5477,9.9
18.4275,9.8
21.6193,9.7
19.69,9.9
22.2622,9.9
21.3393,9.8
25.5349,9.7
23.8569,9.5
25.4984,8.7
27.4578,8.5
29.6108,6.5
28.5197,5.5
30.1537,4.2
29.7479,1.8
25.5524,0.5
25.259,-9.7
25.1455,0.2
25.0663,4.8
27.4063,0.8
27.7548,5.0
28.6714,5.0
32.0238,5.0
34.0689,5.0
33.0755,10.0
33.9347,11.7
32.5372,15.0
29.8062,21.1
28.8083,22.4
28.1707,5.7
27.7293,12.1
30.0852,9.0
29.8539,8.9
30.0428,28.0
30.6671,9.7
29.4362,26.6
27.7627,27.3
28.3267,28.0
26.2074,30.1
22.0681,14.7
22.3553,13.8
23.0296,13.8
21.4558,23.9
21.9548,13.8
21.8522,8.9
22.0064,13.8
21.1174,14.0
18.7804,13.8
16.4973,13.8
17.7659,9.0
17.3523,8.7
14.2736,8.7
14.1797,8.7
15.5364,8.8
15.7871,13.6
14.4727,13.7
16.0427,12.1
16.599,8.8
16.7538,9.6
16.49,8.8
14.8084,8.0
15.1247,0.8
16.9323,9.2
14.7826,3.5
14.9484,1.5
12.398,4.1
14.6505,13.5
13.49,17.5
15.7514,19.4
15.0724,19.5
18.804,19.7
23.2143,19.8
23.3751,19.9
20.4318,24.9
21.4073,24.9
22.2951,25.9
22.9295,31.9
20.5508,32.5
21.4325,32.5
22.4722,23.9
24.8134,19.9
24.7661,30.6
29.296,32.4
31.5203,32.5
33.4845,33.1
30.1492,35.5
31.8048,35.6
28.3711,19.9
28.45,19.8
26.5586,19.6
29.6696,18.5
30.1663,13.6
31.879,10.4
32.0207,10.0
39.131,9.9
42.8122,9.8
42.8064,7.3
39.9101,6.3
42.2621,2.3
38.6388,0.4
38.067,0.3
34.8751,0.1
36.0261,-24.9
39.5526,-5.9
41.0404,-1.1
40.423,-0.5
46.4734,0.4
49.438,-0.1
48.3245,2.4
46.2466,-1.6
45.6205,-0.8
41.5658,0.0
40.8921,-2.6
39.7404,-0.4
39.3727,-0.6
42.6582,1.4
43.4722,3.2
44.0009,4.2
46.8371,5.0
47.6058,7.2
45.1045,8.3
45.5464,8.3
43.7553,8.2
37.9317,0.0
35.6591,0.0
34.7218,7.5
35.5655,8.2
37.134,7.6
37.5875,8.3
39.938,8.6
41.3405,9.8
40.9821,10.8
37.6901,12.5
38.0379,14.0
39.5358,15.0
33.6463,-1.6
31.9772,14.8
28.0967,17.3
30.5078,23.3
30.6245,25.2
32.4109,26.8
32.7849,27.3
35.4429,27.6
37.5089,29.8
35.5849,30.7
33.1916,32.2
32.9848,27.3
32.0155,31.4
31.6464,32.6
29.9107,31.4
29.5421,32.5
30.2666,31.4
33.0329,31.5
31.4931,32.4
29.7073,31.4
27.0047,30.2
27.457,32.4
24.1755,32.5
22.41,32.5
20.5662,32.9
23.2054,32.5
21.2221,30.2
19.5474,30.2
18.7996,30.2
23.054,17.0
19.6032,16.1
16.4502,13.4
9.7387,12.0
12.052,11.0
7.4291,5.9
9.9,5.9
7.7582,21.6
10.0402,24.0
9.1675,24.1
11.302,24.3
8.356,5.9
10.6754,6.0
8.2858,2.9
7.9433,-3.5
7.3348,3.9
8.6504,3.9
5.0403,4.7
6.5224,11.9
8.5927,15.3
9.6606,14.8
10.6083,15.3
10.4901,11.6
8.8498,4.0
9.104,3.9
8.3677,4.1
6.9646,1.3
6.3266,3.4
6.4865,3.4
4.8106,0.0
5.3598,3.4
6.1801,0.0
7.0189,0.0
7.4107,0.1
6.7308,1.5
4.7321,1.6
5.6129,1.5
5.4993,13.5
4.9647,9.8
5.1836,1.6
6.2455,9.8
5.2845,9.8
6.813,3.0
6.7658,1.8
7.3831,1.7
8.004,14.3
7.1467,14.3
5.8577,14.3
6.4461,7.0
6.3239,7.0
6.3417,12.2
7.9095,3.4
7.8371,2.3
6.7628,9.4
8.5551,16.2
9.8865,16.2
10.3665,11.4
8.6205,9.4
8.388,9.5
8.2047,9.4
8.9332,9.4
7.8453,9.4
8.0005,6.9
10.5977,6.9
11.2533,6.9
9.9828,-3.7
8.5026,6.2
10.5956,6.0
11.1728,8.4
10.9525,10.0
9.3685,6.3
9.8969,0.0
10.5332,-4.5
10.3414,-3.0
7.6111,5.0
8.5072,5.0
9.5725,5.0
9.6177,0.0
6.05,-5.0
6.4852,-5.0
7.3843,-5.0
5.3802,-5.0
3.8528,-0.9
3.7837,4.8
4.4526,7.4
2.5371,9.1
-0.6068,9.8
-0.7175,11.9
-0.7718,17.8
-2.1335,18.0
-1.0368,18.5
-0.2896,19.1
-0.376,23.0
-2.7742,24.4
-2.2525,24.8
-2.9751,6.5
-2.5064,3.9
-3.5727,-2.7
-3.7976,22.0
-1.6492,22.1
-0.2542,0.0
-0.5601,-4.3
0.9501,12.0
2.9103,11.9
3.6494,-0.1
3.1754,10.8
4.2887,11.8
3.6989,17.5
4.7322,17.6
3.6333,2.1
4.6032,2.0
7.0525,1.1
8.0894,-9.5
7.3605,1.3
7.4296,2.2
10.3098,2.5
11.5762,2.5
10.768,8.1
11.331,8.1
11.3862,8.1
11.5703,11.1
10.7808,15.1
13.2002,15.8
16.4881,17.5
16.3517,21.4
15.6799,21.5
15.4141,22.5
16.3852,26.4
15.4751,27.0
16.9765,30.4
17.1018,31.9
17.3537,32.5
14.8584,30.4
15.2269,30.4
16.7638,13.6
17.7873,17.5
14.66,17.4
14.6263,24.8
16.1829,13.6
16.8183,11.5
15.8777,8.8
16.3018,1.6
16.5317,0.8
17.9909,-20.1
16.2747,10.2
17.5671,10.2
19.9064,10.1
17.4376,10.2
11.9379,12.4
13.5722,9.7
16.3622,9.7
15.6088,10.1
13.7961,12.4
12.6296,12.4
13.9517,12.4
15.5022,10.7
11.7911,-9.8
13.3207,-0.8
16.376,1.8
19.0179,-10.4
15.8126,1.6
17.2771,6.1
16.4829,7.0
17.9532,7.9
17.6434,9.0
18.9934,0.0
17.0022,9.0
18.4394,0.0
15.2875,7.3
16.8294,-0.1
15.3496,3.9
13.7316,8.8
10.4219,8.9
12.1075,4.3
10.935,19.6
9.5551,17.6
8.7035,20.7
7.9357,25.3
7.7853,27.4
7.1844,30.2
6.7867,38.4
7.6056,44.1
6.1665,56.0
5.364,62.3
4.3897,65.7
4.8183,68.8
5.5547,69.0
5.9313,74.9
5.5906,48.2
4.7904,75.4
4.3475,48.4
3.3818,35.8
3.9188,36.2
5.188,59.3
3.3342,80.2
3.8786,69.6
7.4421,57.0
5.0538,43.6
3.8091,41.8
5.0124,41.7
7.5252,41.6
3.5373,41.5
4.0547,41.4
2.7569,41.3
3.7873,36.9
1.7039,35.9
0.2367,34.6
-0.6657,31.5
-0.0196,30.1
-1.4182,27.9
-2.5507,25.2
-0.7592,24.7
0.1717,23.3
-0.5285,21.5
-0.5751,17.3
-0.9785,14.0
-0.5899,12.6
-1.522,12.5
-3.1756,7.5
-5.3063,7.1
-4.4619,7.0
-5.5102,6.9
-5.9328,5.9
-4.4173,5.3
-3.3187,2.3
-4.2223,2.2
-4.5774,0.2
-5.1784,0.1
-6.2714,-45.1
7.8675,37.2
6.5654,10.3
5.6045,6.5
4.1721,1.8
2.3025,23.6
1.0749,23.6
3.2394,35.1
2.4146,12.1
5.4271,1.9
4.86,-4.2
1.9067,-18.3
0.0646,12.3
5.637,12.4
2.4432,12.5
0.7305,12.4
-2.9359,12.5
-2.9043,12.7
-3.148,14.7
-1.221,14.9
-3.0981,14.9
2.627,12.5
1.3019,7.6
-1.0756,7.6
-3.1154,7.7
-0.7814,7.6
-2.2582,3.6
-4.0915,-7.6
-6.5568,-2.8
-7.013,1.9
-2.3968,4.5
-1.2992,4.5
-3.0496,5.2
1.5379,5.5
3.6948,11.6
1.9697,13.4
